time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-11-07T15:15:03.090Z,31.65135131,-104.3180018,7.468383789,3.5,ml,36,128,0.0496107281,0.3,tx,tx2022vvod,2022-11-14T21:21:55.828Z,"58 km S of Whites City, New Mexico",earthquake,0.8618272423999999,0.9912782859,0.2,26,reviewed,tx,tx
2022-11-07T13:13:52.350Z,32.727,-118.2761667,5.85,2.63,ml,32,223,0.3399,0.26,ci,ci40129991,2022-11-07T18:30:08.040Z,"12km SSE of San Clemente Is. (SE tip), CA",earthquake,0.55,31.61,0.137,128,reviewed,ci,ci
2022-11-07T10:43:04.488Z,43.0277,-111.593,10,3.1,ml,35,63,0.447,0.51,us,us7000in1y,2022-11-14T09:08:40.040Z,"41 km N of Soda Springs, Idaho",earthquake,3.31,2.01,0.042,74,reviewed,us,us
2022-11-07T06:09:33.679Z,36.53883333,-98.96366667,6.64,2.51,ml,90,47,0,0.2,ok,ok2022vuwd,2022-11-08T14:29:10.433Z,"8 km WSW of Waynoka, Oklahoma",earthquake,,0.3,0.28,25,reviewed,ok,ok
2022-11-07T05:13:56.560Z,31.5623333,-115.6716667,0.39,2.5,ml,11,107,0.1956,0.07,ci,ci40129879,2022-11-07T17:40:03.890Z,"86km E of Maneadero, B.C., MX",earthquake,0.34,0.62,0.09,37,reviewed,ci,ci
2022-11-07T05:10:26.660Z,31.509,-115.782,21.56,3.81,ml,9,164,0.1173,0.14,ci,ci40129871,2022-11-08T05:13:42.643Z,"78km ESE of Maneadero, B.C., MX",earthquake,0.62,0.85,0.152,76,reviewed,ci,ci
2022-11-07T04:59:02.620Z,31.5571667,-115.6993333,7.04,4.04,mw,14,87,0.1804,0.1,ci,ci40129847,2022-11-24T00:05:10.070Z,"84km ESE of Maneadero, B.C., MX",earthquake,0.22,0.92,,6,reviewed,ci,ci
2022-11-07T04:52:55.210Z,31.5536667,-115.7113333,8.36,3.69,ml,14,91,0.1733,0.2,ci,ci40129839,2022-11-15T06:13:14.040Z,"83km ESE of Maneadero, B.C., MX",earthquake,0.36,1.39,0.139,86,reviewed,ci,ci
2022-11-07T04:50:33.060Z,31.5138333,-115.7966667,19.58,3.1,ml,9,172,0.1225,0.2,ci,ci40129831,2022-11-15T06:09:45.040Z,"76km ESE of Maneadero, B.C., MX",earthquake,0.89,1.41,0.114,55,reviewed,ci,ci
2022-11-07T04:14:51.182Z,44.3663,-115.1659,10,3.6,ml,34,61,0.935,0.68,us,us7000in01,2022-11-17T00:36:41.185Z,"24 km NW of Stanley, Idaho",earthquake,2.88,2.011,0.03,148,reviewed,us,us
2022-11-07T02:01:27.780Z,39.4828333,-123.1165,5.62,3.76,mw,65,71,0.09557,0.08,nc,nc73804556,2022-11-17T00:29:12.113Z,"16km WNW of Lake Pillsbury, CA",earthquake,0.12,0.35,,3,reviewed,nc,nc
2022-11-06T22:54:08.509Z,34.66583333,-96.0045,23.54,2.55,ml,74,88,0.3212369623,0.29,ok,ok2022vuhu,2022-11-07T22:00:57.040Z,"2 km ENE of Wardville, Oklahoma",earthquake,,0.6,0.2,19,reviewed,ok,ok
2022-11-06T15:37:38.369Z,36.54016667,-98.96333333,6.7,2.61,ml,100,47,0,0.17,ok,ok2022vttj,2022-11-13T22:20:34.040Z,"8 km WSW of Waynoka, Oklahoma",earthquake,,0.2,0.22,21,reviewed,ok,ok
2022-11-06T11:39:53.160Z,36.9838333,-112.9426667,16.48,3.78,ml,28,87,0.102,0.24,uu,uu60523487,2022-11-22T12:06:53.304Z,"3 km ESE of Colorado City, Arizona",earthquake,0.55,0.65,0.149,25,reviewed,uu,uu
2022-11-05T20:39:33.120Z,33.8315,-118.2781667,11.22,2.69,ml,75,63,0.0384,0.27,ci,ci40129359,2022-11-23T03:54:01.040Z,"0km E of Carson, CA",earthquake,0.21,0.36,0.192,121,reviewed,ci,ci
2022-11-05T19:06:48.590Z,36.629,-121.2515,9.46,2.8,md,79,54,0.05395,0.11,nc,nc73803991,2022-11-22T23:45:39.040Z,"14km NW of Pinnacles, CA",earthquake,0.14,0.26,0.131,135,reviewed,nc,nc
2022-11-05T18:44:12.230Z,37.0878333,-91.0195,8.1,3.16,md,55,39,0.08211,0.31,nm,nm60415171,2022-11-09T03:36:32.395Z,"10 km N of Van Buren, Missouri",earthquake,0.4,0.62,0.099,37,reviewed,nm,nm
2022-11-05T10:59:26.120Z,35.647,-117.4993333,7.95,2.66,ml,38,55,0.1324,0.12,ci,ci40129239,2022-11-06T17:06:21.130Z,"16km SSW of Searles Valley, CA",earthquake,0.13,0.56,0.134,116,reviewed,ci,ci
2022-11-05T01:48:32.547Z,28.96087646,-97.99804688,4.524129232,2.8,ml,23,43,0.02079788133,0.3,tx,tx2022vqwn,2022-11-07T20:10:35.070Z,"3 km SE of Falls City, Texas",earthquake,1.563589819,1.8117303840000003,0.2,13,reviewed,tx,tx
2022-11-05T01:01:29.521Z,31.6791131,-104.4339741,5.977319336,2.5,ml,49,52,0.02301193799,0.2,tx,tx2022vquw,2022-11-10T20:01:19.538Z,"55 km S of Whites City, New Mexico",earthquake,0.7320092335,0.6817216885,0,6,reviewed,tx,tx
2022-11-04T20:27:36.120Z,38.8333333,-122.795,1.26,2.94,md,81,40,0.006238,0.07,nc,nc73803321,2022-11-05T18:36:24.040Z,"6km WNW of Cobb, CA",earthquake,0.09,0.11,0.144,62,reviewed,nc,nc
2022-11-04T20:26:32.930Z,38.8331667,-122.7961667,2.47,3.19,ml,90,22,0.006934,0.05,nc,nc73803326,2022-11-05T01:40:11.850Z,"6km W of Cobb, CA",earthquake,0.09,0.12,0.198,82,reviewed,nc,nc
2022-11-04T16:57:49.704Z,44.6548,-112.5143,10.613,2.9,ml,32,48,0.105,0.65,us,us7000imjn,2022-11-26T21:37:38.067Z,"",earthquake,1.78,7.349,0.051,50,reviewed,us,us
2022-11-04T11:46:03.760Z,37.4886667,-119.4043333,21.94,2.55,md,46,38,0.2113,0.07,nc,nc73803131,2022-11-11T07:55:18.040Z,"28km NE of Oakhurst, CA",earthquake,0.23,0.56,0.214,63,reviewed,nc,nc
2022-11-04T10:02:46.659Z,28.1745,-112.3029,10,6.1,mww,173,90,0.853,0.71,us,us7000imgl,2022-11-07T17:11:47.771Z,"80 km SSW of Bahía de Kino, Mexico",earthquake,5.88,1.854,0.039,63,reviewed,us,us
2022-11-04T02:10:30.931Z,28.96179199,-97.98874081,2.494384766,2.7,ml,23,47,0.01651922072,0.3,tx,tx2022vpbu,2022-11-19T23:53:35.040Z,"3 km SE of Falls City, Texas",earthquake,1.553280978,2.536055324,0.2,12,reviewed,tx,tx
2022-11-04T02:09:23.887Z,28.96362305,-97.99494485,6.94514974,2.8,ml,25,37,0.02096851037,0.3,tx,tx2022vpbs,2022-11-19T23:51:09.040Z,"3 km SE of Falls City, Texas",earthquake,1.685411201,1.357081325,0.2,11,reviewed,tx,tx
2022-11-04T02:08:26.420Z,38.8363333,-122.8013333,1.81,2.83,md,83,28,0.008829,0.07,nc,nc73802826,2022-11-19T23:48:29.040Z,"7km WNW of Cobb, CA",earthquake,0.09,0.13,0.151,63,reviewed,nc,nc
2022-11-03T21:25:57.820Z,28.98834229,-98.03527114,2.469930013,3,ml,26,34,0.06341651031,0.3,tx,tx2022vosj,2022-11-15T02:28:38.040Z,"1 km WNW of Falls City, Texas",earthquake,1.921158495,1.937869237,0.1,13,reviewed,tx,tx
2022-11-03T19:34:10.629Z,31.1644,-116.7074,10,3.3,ml,14,273,0.702,0.49,us,us7000ima7,2022-11-08T21:54:39.040Z,"47 km WSW of San Vicente, Mexico",earthquake,3.82,1.951,0.066,30,reviewed,us,us
2022-11-03T19:11:09.480Z,31.5301667,-115.7598333,16.86,3.27,ml,13,127,0.1399,0.12,ci,ci40128775,2022-11-08T21:42:23.040Z,"79km ESE of Maneadero, B.C., MX",earthquake,0.49,0.63,0.165,132,reviewed,ci,ci
2022-11-03T19:09:03.270Z,31.5638333,-115.6906667,1.67,3.1,ml,15,86,0.1895,0.09,ci,ci40128767,2022-11-08T21:56:00.040Z,"85km ESE of Maneadero, B.C., MX",earthquake,0.21,0.4,0.149,82,reviewed,ci,ci
2022-11-03T15:45:22.480Z,37.43,-121.7728333,8.78,2.8,md,121,31,0.05233,0.08,nc,nc73802691,2022-11-08T17:53:47.793Z,"9km NE of Alum Rock, CA",earthquake,0.08,0.2,0.129,140,reviewed,nc,nc
2022-11-03T14:56:43.397Z,31.16813827,-103.264417,1.118505859,2.5,ml,29,43,0.01937004701,0.2,tx,tx2022vofn,2022-11-03T17:48:08.855Z,"20 km WSW of Coyanosa, Texas",earthquake,0.758583969,0.8042793036,0.1,12,reviewed,tx,tx
2022-11-02T20:54:50.475Z,31.61903434,-104.0946022,6.658581543,2.5,ml,41,52,0.0294235517,0.2,tx,tx2022vmvv,2022-11-03T19:25:21.096Z,"western Texas",earthquake,0.5093364725,0.5285228202999999,0,7,reviewed,tx,tx
2022-11-02T20:29:25.306Z,43.8693,-108.0343,5,3.3,ml,12,172,1.532,0.97,us,us7000im1p,2022-11-07T20:26:04.040Z,"7 km SSW of South Flat, Wyoming",earthquake,2.24,1.95,0.043,71,reviewed,us,us
2022-11-02T17:04:43.329Z,38.3919,-96.8816,5,2.5,mb_lg,29,95,0.739,0.48,us,us7000im0p,2022-11-07T19:41:30.219Z,"12 km ENE of Marion, Kansas",earthquake,3.65,2.002,0.083,38,reviewed,us,us
2022-11-02T16:44:57.930Z,41.5028333,-112.1756667,7.16,2.69,ml,38,64,0.1039,0.21,uu,uu60523002,2022-11-15T00:38:22.040Z,"Utah",earthquake,0.34,0.69,0.166,16,reviewed,uu,uu
2022-11-02T15:21:32.224Z,38.4013,-96.8417,5,2.8,mb_lg,31,93,0.722,0.36,us,us7000ilyv,2022-11-14T06:20:49.040Z,"Kansas",earthquake,2.13,1.982,0.065,61,reviewed,us,us
2022-11-02T11:12:23.440Z,37.3086662,-121.677002,7.16,2.83,md,70,39,0.04286,0.06,nc,nc73802391,2022-11-13T06:59:49.040Z,"14km E of Seven Trees, CA",earthquake,0.13,0.27,0.13,93,automatic,nc,nc
2022-11-02T07:54:49.065Z,30.2041626,-104.6552258,0.0244547526,2.6,ml,35,255,0.6484753909,0.3,tx,tx2022vlwb,2022-11-02T19:37:46.278Z,"45 km SSW of Valentine, Texas",earthquake,2.369528486,0.523369588,0,6,reviewed,tx,tx
2022-11-02T05:52:09.734Z,32.5917,-109.0252,5,3,ml,13,143,1.049,0.29,us,us7000ilx8,2022-11-06T23:56:33.951Z,"10 km SSE of Franklin, Arizona",earthquake,4.74,1.942,0.091,16,reviewed,us,us
2022-11-02T05:30:37.595Z,32.5434,-109.0171,5,3.1,ml,12,145,1.041,0.61,us,us7000ilx1,2022-11-03T05:44:38.829Z,"15 km SSE of Franklin, Arizona",earthquake,3.41,1.948,0.097,14,reviewed,us,us
2022-11-02T04:58:23.840Z,36.6871667,-121.3175,3.1,2.54,md,50,89,0.03088,0.1,nc,nc73802331,2022-11-15T01:15:54.040Z,"11km S of Tres Pinos, CA",earthquake,0.2,0.39,0.249,55,reviewed,nc,nc
2022-11-02T04:37:04.970Z,42.27166666666667,-124.57966666666667,22.63,2.9,ml,15,244,0.1793,0.23,uw,uw61890796,2022-11-02T16:47:28.918Z,"15 km W of Pistol River, Oregon",earthquake,1.6,0.61,0.16613051252821398,11,reviewed,uw,uw
2022-11-01T18:54:42.819Z,29.25750732,-97.46036305,6.089233398,2.9,ml,19,65,0.03969028931,0.3,tx,tx2022vkwj,2022-11-01T20:13:58.040Z,"17 km E of Smiley, Texas",earthquake,2.173629077,2.343348904,0.1,10,reviewed,tx,tx
2022-11-01T07:17:42.019Z,28.4744,-111.6283,10,4.2,mb,36,205,0.807,1.51,us,us7000iln9,2022-11-03T00:56:30.001Z,"27 km S of La Providencia, Mexico",earthquake,5.01,1.982,0.176,9,reviewed,us,us
2022-11-01T06:58:59.430Z,36.9053,-104.82,3.248,2.6,ml,23,71,0.109,0.46,us,us7000iln8,2022-11-06T05:01:34.040Z,"25 km SSW of Segundo, Colorado",earthquake,5.28,6.597,0.053,46,reviewed,us,us
2022-11-01T05:23:47.890Z,33.7098333,-119.2718333,1.88,2.79,ml,21,180,0.4354,0.21,ci,ci40127943,2022-11-04T07:35:16.040Z,"33km NW of Santa Barbara Is., CA",earthquake,0.65,1.88,0.137,110,reviewed,ci,ci
2022-10-31T23:01:10.076Z,44.4291,-115.1993,10,3,ml,24,60,0.871,0.99,us,us7000ills,2022-11-01T22:39:22.040Z,"southern Idaho",earthquake,3.23,2.011,0.039,88,reviewed,us,us
2022-10-31T22:53:45.650Z,35.974,-117.3248333,2.7,2.86,ml,38,56,0.08946,0.14,ci,ci40127847,2022-11-08T05:11:31.040Z,"24km NNE of Trona, CA",earthquake,0.16,0.43,0.13,25,reviewed,ci,ci
2022-10-31T21:25:59.414Z,31.61580046,-104.2655282,7.57121582,2.6,ml,42,70,0.0558968268,0.2,tx,tx2022vjfw,2022-11-08T04:41:00.040Z,"55 km NW of Toyah, Texas",earthquake,0.6431311491,0.8691278185,0.2,25,reviewed,tx,tx
2022-10-31T16:21:52.452Z,29.24102783,-97.46863511,2.469930013,2.6,ml,17,72,0.05140404113,0.2,tx,tx2022vivv,2022-11-07T20:55:41.040Z,"Southern Texas",earthquake,1.367796349,1.520448342,0,6,reviewed,tx,tx
2022-10-31T10:22:03.656Z,44.3375,-115.0637,10,2.5,ml,13,66,0.906,0.72,us,us7000ilg8,2022-11-01T13:35:16.040Z,"16 km NW of Stanley, Idaho",earthquake,2.09,1.993,0.091,16,reviewed,us,us
2022-10-31T08:56:31.637Z,32.00623877,-103.8406251,9.730688477,2.7,ml,77,48,0.0340414831,0.3,tx,tx2022vigy,2022-11-01T10:43:25.852Z,"32 km SE of Malaga, New Mexico",earthquake,0.7659687075,0.5743185435,0.1,41,reviewed,tx,tx
2022-10-31T07:20:59.600Z,37.3158333,-121.6805,7.25,2.83,md,124,28,0.03972,0.08,nc,nc73801601,2022-11-07T23:37:13.497Z,"14km ESE of Alum Rock, CA",earthquake,0.08,0.2,0.158,184,reviewed,nc,nc
2022-10-31T06:11:47.166Z,31.50369418,-104.0615686,6.697143555000001,2.8,ml,36,66,0.07987959381,0.4,tx,tx2022vibr,2022-10-31T07:08:20.040Z,"33 km NW of Toyah, Texas",earthquake,0.8837237952,0.9342804610999998,0.2,21,reviewed,tx,tx
2022-10-31T06:06:32.330Z,37.6296667,-121.8145,8.56,2.8,md,109,43,0.01842,0.17,nc,nc73801581,2022-11-07T18:55:11.867Z,"6km SE of Pleasanton, CA",earthquake,0.14,0.2,0.146,78,reviewed,nc,nc
2022-10-31T04:52:58.560Z,34.3418333,-117.569,4.35,3.01,ml,130,26,0.09885,0.22,ci,ci40127463,2022-11-08T04:39:47.040Z,"6km ESE of Wrightwood, CA",earthquake,0.11,0.45,0.184,198,reviewed,ci,ci
2022-10-31T01:33:46.900Z,34.1625,-80.7191667,3.09,2.54,md,21,63,0.02446,0.3,se,se60414656,2022-11-25T22:42:36.450Z,"6 km E of Elgin, South Carolina",earthquake,0.63,0.42,0.174,18,reviewed,se,se
2022-10-30T13:24:56.920Z,36.5111667,-117.3738333,4.9,2.52,ml,24,80,0.2971,0.21,ci,ci40127287,2022-11-06T15:09:01.040Z,"23km WSW of Stovepipe Wells, CA",earthquake,0.33,31.61,0.125,40,reviewed,ci,ci
2022-10-30T12:42:11.258Z,32.49481201,-101.6755192,0.0244547526,2.5,ml,50,46,0.1404306237,0.3,tx,tx2022vgtb,2022-11-04T07:44:22.040Z,"5 km SE of Ackerly, Texas",earthquake,1.001705304,0.2322947184,0.1,21,reviewed,tx,tx
2022-10-30T08:26:33.137Z,29.23736572,-97.47070313,3.986124674,3.5,ml,30,78,0.05465250937,0.2,tx,tx2022vgkq,2022-11-06T04:48:56.680Z,"",earthquake,1.973825979,1.606423898,0.1,13,reviewed,tx,tx
2022-10-30T08:16:03.080Z,34.0463333,-117.2351667,15.17,2.85,ml,149,15,0.07098,0.2,ci,ci40127223,2022-11-05T17:42:02.069Z,"2km E of Loma Linda, CA",earthquake,0.11,0.19,0.128,202,reviewed,ci,ci
2022-10-30T05:00:36.420Z,40.274,-124.414,16.85,2.79,md,33,237,0.0565,0.17,nc,nc73801086,2022-11-02T03:13:10.960Z,"12km WSW of Petrolia, CA",earthquake,0.43,0.3,0.195,49,reviewed,nc,nc
2022-10-29T12:28:31.860Z,31.61152169,-104.1051839,6.440063477,2.8,ml,20,86,0.03772546272,0.1,tx,tx2022vexe,2022-11-26T10:49:13.040Z,"44 km NW of Toyah, Texas",earthquake,0.8334419623,0.8135117211,0.2,16,reviewed,tx,tx
2022-10-29T04:03:07.022Z,31.18922903,-103.3572672,7.416967772999999,2.5,ml,42,49,0.08729276329,0.2,tx,tx2022vegl,2022-11-04T23:03:53.322Z,"26 km SE of Lindsay, Texas",earthquake,0.8548658772,0.8532436617,0.1,24,reviewed,tx,tx
2022-10-28T21:08:53.865Z,32.48931885,-101.6733756,7.556518555000001,3.4,ml,16,51,0.1346992638,0.1,tx,tx2022vdsu,2022-11-14T02:15:30.040Z,"5 km SE of Ackerly, Texas",earthquake,1.400265271,2.337326203,0.1,13,reviewed,tx,tx
2022-10-28T16:31:28.368Z,29.23370361,-97.46863511,3.203572591,2.8,ml,18,71,0.05491375016,0.2,tx,tx2022vdjq,2022-11-04T19:18:50.040Z,"16 km ESE of Smiley, Texas",earthquake,1.323330613,1.8872669529999997,0.1,7,reviewed,tx,tx
2022-10-28T15:46:19.597Z,31.61084666,-104.2466622,8.548120117,2.5,ml,45,58,0.06281208837,0.3,tx,tx2022vdid,2022-11-02T09:22:50.779Z,"54 km NW of Toyah, Texas",earthquake,0.813083685,1.021837652,0.1,25,reviewed,tx,tx
2022-10-28T15:46:17.940Z,29.23370361,-97.47277114,3.545939128,2.5,ml,14,70,0.05800690679,0.1,tx,tx2022vdie,2022-11-02T08:58:38.745Z,"16 km ESE of Smiley, Texas",earthquake,0.7351437666,1.8390289790000003,0.1,10,reviewed,tx,tx
2022-10-28T13:33:21.007Z,35.16906738,-101.7660757,6.113688151,2.5,ml,12,74,0.2574253714,0.3,tx,tx2022vddt,2022-10-31T07:21:05.040Z,"8 km SE of Amarillo, Texas",earthquake,1.459986393,1.343611782,0.2,7,reviewed,tx,tx
2022-10-28T10:40:37.040Z,36.9416667,-121.3346667,7.04,2.92,md,89,41,0.0484,0.15,nc,nc73800236,2022-11-18T08:39:43.040Z,"12km NNE of Hollister, CA",earthquake,0.14,0.4,0.138,172,reviewed,nc,nc
2022-10-28T02:08:00.260Z,37.611,-118.8613333,2.54,2.87,md,35,91,0.008081,0.03,nc,nc73800056,2022-11-03T00:22:34.040Z,"11km ESE of Mammoth Lakes, CA",earthquake,0.18,0.24,0.158,96,reviewed,nc,nc
